emp_no,first_name,last_name,title,dept_no,dept_name,hire_date,to_date
242347,Teunis,Heystek,Senior Staff,d007,Sales,1987-01-22,9999-01-01
242348,Falguni,Puoti,Senior Engineer,d004,Production,1988-01-08,9999-01-01
242367,Larisa,Papastamatiou,Senior Staff,d007,Sales,1987-10-06,9999-01-01
242373,Christoper,Weisert,Senior Staff,d007,Sales,1985-03-16,9999-01-01
242396,Bernice,Sichman,Senior Engineer,d004,Production,1986-12-07,9999-01-01
242398,Djelloul,Levergood,Senior Engineer,d004,Production,1985-06-04,9999-01-01
242404,Kwee,Zumaque,Senior Engineer,d005,Development,1985-03-09,9999-01-01
242414,Urs,Nicolson,Senior Engineer,d006,Quality Management,1988-01-25,9999-01-01
242428,Uri,Valtorta,Senior Engineer,d004,Production,1985-06-23,9999-01-01
242459,Jaber,Kriebel,Engineer,d004,Production,1988-06-11,9999-01-01
242461,Sham,Gente,Staff,d009,Customer Service,1985-11-25,9999-01-01
242470,Tse,Constantine,Engineer,d005,Development,1985-09-25,9999-01-01
242494,Nevio,Alpin,Senior Staff,d003,Human Resources,1986-07-24,9999-01-01
242495,Demos,Yamaashi,Senior Engineer,d006,Quality Management,1985-12-03,9999-01-01
242499,Kendra,Denis,Engineer,d004,Production,1986-01-24,9999-01-01
242501,Huei,Zallocco,Staff,d002,Finance,1985-04-25,9999-01-01
242509,Rosalyn,Hebden,Staff,d007,Sales,1986-02-01,9999-01-01
242528,Lansing,Cannata,Engineer,d004,Production,1987-08-13,9999-01-01
242535,Nagui,Levasseur,Engineer,d004,Production,1986-09-10,9999-01-01
242546,Chuanyi,Kakkar,Senior Staff,d001,Marketing,1988-09-24,9999-01-01
242554,Sadegh,Masamoto,Senior Staff,d009,Customer Service,1986-12-09,9999-01-01
242561,Shen,Compeau,Technique Leader,d006,Quality Management,1986-06-26,9999-01-01
242572,Jongsuk,Danlos,Senior Staff,d009,Customer Service,1988-01-07,9999-01-01
242585,Kwangho,Cyre,Senior Engineer,d005,Development,1987-09-29,9999-01-01
242586,Xinglin,Gulik,Senior Staff,d007,Sales,1987-08-29,9999-01-01
242598,Waiman,Nastansky,Senior Engineer,d004,Production,1986-12-30,9999-01-01
242601,Adhemar,Kumaresan,Engineer,d005,Development,1986-12-23,9999-01-01
242614,Arie,Fandrianto,Senior Staff,d008,Research,1986-04-21,9999-01-01
242653,Yucel,Chelton,Senior Engineer,d004,Production,1985-11-28,9999-01-01
242655,Tadahiko,Gunderson,Technique Leader,d004,Production,1988-08-09,9999-01-01
242678,Tokuyasu,Beausoleil,Assistant Engineer,d006,Quality Management,1985-06-27,9999-01-01
242717,Mori,Nanard,Senior Engineer,d005,Development,1985-02-14,9999-01-01
242722,Lijia,Larfeldt,Staff,d003,Human Resources,1988-02-01,9999-01-01
242731,Arun,Erdmenger,Senior Staff,d007,Sales,1987-09-15,9999-01-01
242749,Tetsurou,Chandrasekhar,Senior Engineer,d004,Production,1986-07-25,9999-01-01
242779,Mona,Whitcomb,Engineer,d008,Research,1987-03-27,9999-01-01
242789,Hitomi,Nitsch,Technique Leader,d005,Development,1988-06-18,9999-01-01
242793,Ekawit,Rosca,Engineer,d005,Development,1986-09-25,9999-01-01
242795,Tetsurou,Bouloucos,Engineer,d004,Production,1986-04-28,9999-01-01
242799,Kenton,Uehara,Engineer,d004,Production,1985-10-29,9999-01-01
242802,Heng,Shobatake,Senior Staff,d007,Sales,1985-12-13,9999-01-01
242806,Conal,Motley,Senior Engineer,d004,Production,1986-09-10,9999-01-01
242818,Malu,Murtagh,Assistant Engineer,d005,Development,1986-09-27,9999-01-01
242819,Xuejia,Lukaszewicz,Engineer,d005,Development,1985-03-14,9999-01-01
242821,Vojin,Baby,Senior Staff,d007,Sales,1987-09-26,9999-01-01
242826,Turgut,Danner,Senior Engineer,d006,Quality Management,1988-10-07,9999-01-01
242834,Sanjoy,Tetzlaff,Engineer,d008,Research,1985-09-18,9999-01-01
242837,Eric,Hiraishi,Senior Engineer,d004,Production,1987-01-30,9999-01-01
242846,Susanna,Raoux,Engineer,d004,Production,1988-07-06,9999-01-01
242850,Hyuckchul,Ouhyoung,Engineer,d004,Production,1988-10-26,9999-01-01
242862,Mario,Leonhardt,Senior Staff,d007,Sales,1986-05-03,9999-01-01
242863,Debaprosad,Otillio,Staff,d009,Customer Service,1986-02-04,9999-01-01
242870,Kazuhisa,Thiria,Senior Engineer,d005,Development,1985-05-26,9999-01-01
242879,Khalil,Khalid,Engineer,d005,Development,1987-09-08,9999-01-01
242886,Guadalupe,Nitsch,Senior Engineer,d005,Development,1988-07-25,9999-01-01
242895,Khoa,Pillow,Engineer,d005,Development,1986-02-15,9999-01-01
242901,Ortrun,Atchley,Staff,d008,Research,1985-08-26,9999-01-01
242903,Dung,Genther,Senior Staff,d007,Sales,1988-10-30,9999-01-01
242907,Bouchung,Eppinger,Engineer,d005,Development,1986-04-20,9999-01-01
242920,Tuval,Anandan,Engineer,d006,Quality Management,1986-01-08,9999-01-01
242927,Manibrata,Msuda,Senior Staff,d003,Human Resources,1988-10-07,9999-01-01
242940,Hinrich,Vieth,Senior Engineer,d005,Development,1985-06-19,9999-01-01
242949,Surveyors,Perelgut,Senior Engineer,d005,Development,1985-04-28,9999-01-01
242957,Danae,Antonakopoulos,Engineer,d004,Production,1987-07-27,9999-01-01
242967,Susuma,Escriba,Senior Staff,d001,Marketing,1986-10-03,9999-01-01
242990,Sachar,Journel,Staff,d007,Sales,1988-02-25,9999-01-01
242993,Billur,Lorch,Senior Engineer,d004,Production,1985-11-24,9999-01-01
243005,Leszek,Moffat,Assistant Engineer,d005,Development,1985-02-20,9999-01-01
243013,Yuqun,Peron,Senior Engineer,d009,Customer Service,1985-12-20,9999-01-01
243014,Gaurav,Codenie,Engineer,d005,Development,1988-03-26,9999-01-01
243024,Girolamo,Sherertz,Senior Staff,d007,Sales,1985-10-07,9999-01-01
243036,Idoia,Lundstrom,Staff,d009,Customer Service,1986-04-16,9999-01-01
243054,Georgy,Felder,Senior Staff,d008,Research,1988-04-10,9999-01-01
243057,Bodo,Atrawala,Senior Staff,d009,Customer Service,1988-03-26,9999-01-01
243084,Lech,Pavlopoulou,Senior Staff,d009,Customer Service,1988-10-30,9999-01-01
243086,Rosalie,Kumaresan,Senior Staff,d007,Sales,1985-08-24,9999-01-01
243095,Irene,Ullian,Staff,d001,Marketing,1985-06-24,9999-01-01
243099,Mansur,Barvinok,Senior Engineer,d005,Development,1985-03-28,9999-01-01
243103,Gao,Coney,Engineer,d005,Development,1987-05-31,9999-01-01
243109,Nagui,Barvinok,Engineer,d006,Quality Management,1988-06-24,9999-01-01
243114,Gererd,Kemmerer,Assistant Engineer,d005,Development,1986-09-16,9999-01-01
243116,Masaru,Perna,Senior Staff,d002,Finance,1987-05-02,9999-01-01
243128,Zhonghua,Papadias,Assistant Engineer,d006,Quality Management,1987-08-17,9999-01-01
243131,Paris,Detkin,Staff,d007,Sales,1987-09-09,9999-01-01
243141,Kshitij,Birnbaum,Senior Engineer,d005,Development,1986-04-02,9999-01-01
243154,Maia,Marrakchi,Technique Leader,d005,Development,1985-08-10,9999-01-01
243167,Flemming,Cusworth,Senior Engineer,d004,Production,1988-02-12,9999-01-01
243178,Kaijung,Bazelow,Senior Engineer,d005,Development,1988-03-10,9999-01-01
243180,Gen,Terkki,Senior Engineer,d005,Development,1988-07-22,9999-01-01
243184,Hilari,Zongker,Senior Staff,d001,Marketing,1986-12-14,9999-01-01
243189,Goh,Rebaine,Staff,d007,Sales,1986-03-12,9999-01-01
243208,Sachin,Biros,Staff,d008,Research,1988-08-30,9999-01-01
243210,Raimond,Lieberherr,Senior Engineer,d004,Production,1985-03-28,9999-01-01
243213,Malu,Kusakabe,Senior Staff,d007,Sales,1987-09-12,9999-01-01
243215,Yakichi,Bain,Senior Staff,d007,Sales,1988-12-22,9999-01-01
243244,Sarita,Mitzlaff,Engineer,d004,Production,1985-05-01,9999-01-01
243255,Ghassan,Rosca,Staff,d009,Customer Service,1985-07-24,9999-01-01
243260,Wonhee,Delgrossi,Senior Engineer,d005,Development,1985-09-07,9999-01-01
243270,Zongyan,Ruemmler,Senior Staff,d005,Development,1986-04-10,9999-01-01
243278,Franziska,Gerlach,Staff,d003,Human Resources,1988-12-20,9999-01-01
243288,Randi,Chiola,Staff,d009,Customer Service,1988-09-03,9999-01-01
243306,Sailaja,Randt,Senior Staff,d007,Sales,1985-06-27,9999-01-01
243308,Tianruo,Demri,Senior Engineer,d009,Customer Service,1988-01-31,9999-01-01
243311,Mikhail,Dengi,Staff,d007,Sales,1986-12-28,9999-01-01
243316,Brendon,Talmon,Staff,d007,Sales,1985-09-22,9999-01-01
243337,Aloys,Speek,Senior Engineer,d004,Production,1985-06-03,9999-01-01
243340,Waiman,Covnot,Senior Staff,d001,Marketing,1988-01-08,9999-01-01
243362,Fatemeh,Sifakis,Engineer,d005,Development,1985-11-04,9999-01-01
243378,Nirmal,Matzel,Senior Staff,d001,Marketing,1988-06-03,9999-01-01
243420,Jaewoo,Radwan,Engineer,d004,Production,1988-04-01,9999-01-01
243435,Moriyoshi,Akiyama,Senior Staff,d007,Sales,1987-05-17,9999-01-01
243458,Leni,Zykh,Senior Staff,d001,Marketing,1987-07-18,9999-01-01
243465,Mayumi,Hutton,Senior Staff,d008,Research,1988-02-16,9999-01-01
243469,Serap,Marakhovsky,Engineer,d008,Research,1985-12-29,9999-01-01
243470,Paloma,Tyugu,Senior Staff,d007,Sales,1988-08-20,9999-01-01
243473,Ebbe,Heemskerk,Senior Engineer,d006,Quality Management,1985-03-28,9999-01-01
243478,Ekawit,DasSarma,Senior Staff,d007,Sales,1985-07-09,9999-01-01
243487,Ottavia,Makinen,Staff,d009,Customer Service,1985-04-07,9999-01-01
243494,Dannz,Bernatsky,Senior Staff,d007,Sales,1988-10-26,9999-01-01
243508,Dhritiman,Sinitsyn,Staff,d007,Sales,1988-10-08,9999-01-01
243510,Paraskevi,Detkin,Senior Engineer,d005,Development,1985-06-06,9999-01-01
243516,Ohad,Siochi,Senior Engineer,d004,Production,1985-05-04,9999-01-01
243535,Chinhyun,Chorvat,Senior Engineer,d005,Development,1988-06-11,9999-01-01
243537,Jingling,Pardalos,Staff,d001,Marketing,1987-11-21,9999-01-01
243538,Arvin,Champarnaud,Senior Engineer,d004,Production,1985-02-13,9999-01-01
243540,Kish,Larfeldt,Senior Staff,d003,Human Resources,1985-09-23,9999-01-01
243561,Sergi,Sichman,Engineer,d005,Development,1988-01-01,9999-01-01
243564,Aran,Schiper,Engineer,d004,Production,1985-05-01,9999-01-01
243565,Nigel,Veeraraghavan,Engineer,d005,Development,1987-05-26,9999-01-01
243569,Mitchel,Ravishankar,Senior Engineer,d005,Development,1986-10-11,9999-01-01
243571,Zeljko,Kulisch,Engineer,d005,Development,1985-06-19,9999-01-01
243578,Ymte,Klassen,Senior Engineer,d005,Development,1988-05-04,9999-01-01
243589,Rasiah,Walstra,Engineer,d006,Quality Management,1985-06-03,9999-01-01
243592,Radhia,Frolund,Staff,d007,Sales,1988-08-01,9999-01-01
243608,Rajmohan,Porotnikoff,Senior Engineer,d004,Production,1987-09-29,9999-01-01
243636,Tamiya,Sudkamp,Senior Engineer,d004,Production,1988-03-31,9999-01-01
243639,Sreekrishna,Smeets,Senior Engineer,d004,Production,1985-02-26,9999-01-01
243677,Odoardo,Baezner,Engineer,d005,Development,1988-09-02,9999-01-01
243689,Koichi,Neiman,Staff,d007,Sales,1985-05-19,9999-01-01
243694,Niclas,Businaro,Engineer,d008,Research,1987-09-27,9999-01-01
243695,Harngdar,Stasinski,Engineer,d005,Development,1987-01-19,9999-01-01
243715,Baziley,Gewali,Staff,d009,Customer Service,1986-05-28,9999-01-01
243716,Abdulah,Denos,Technique Leader,d005,Development,1987-09-29,9999-01-01
243743,Adam,Cyre,Engineer,d005,Development,1986-08-24,9999-01-01
243762,Hidde,Kalsbeek,Staff,d008,Research,1988-10-06,9999-01-01
243766,Xinyu,Oppitz,Engineer,d005,Development,1987-08-01,9999-01-01
243770,Baoqiu,Schlenzig,Senior Staff,d008,Research,1986-07-16,9999-01-01
243785,Takahiro,Veldwijk,Staff,d007,Sales,1988-02-22,9999-01-01
243793,Willard,Felder,Senior Staff,d007,Sales,1985-02-23,9999-01-01
243799,Kiam,Chaudhury,Senior Staff,d009,Customer Service,1985-03-10,9999-01-01
243804,Xianlong,Salinas,Senior Engineer,d004,Production,1985-05-21,9999-01-01
243805,Ramzi,Vecchi,Senior Staff,d003,Human Resources,1985-03-20,9999-01-01
243810,Kwan,Merel,Technique Leader,d004,Production,1985-08-25,9999-01-01
243811,Heather,Openshaw,Senior Engineer,d004,Production,1985-04-25,9999-01-01
243815,Zengping,Improta,Assistant Engineer,d005,Development,1985-05-15,9999-01-01
243817,Valeska,Spelt,Senior Staff,d003,Human Resources,1986-08-15,9999-01-01
243820,Chiranjit,Akaboshi,Senior Engineer,d005,Development,1985-04-17,9999-01-01
243829,Seongbae,Thiria,Engineer,d004,Production,1985-09-12,9999-01-01
243838,Hailing,Selenyi,Senior Engineer,d004,Production,1985-07-17,9999-01-01
243840,Jiang,Lakshmanan,Engineer,d004,Production,1987-04-17,9999-01-01
243845,Selwyn,Larfeldt,Engineer,d009,Customer Service,1986-07-19,9999-01-01
243861,Dipayan,Cannane,Senior Engineer,d004,Production,1985-12-10,9999-01-01
243877,Make,Kolvik,Senior Staff,d003,Human Resources,1987-12-20,9999-01-01
243885,Kirk,Bernardeschi,Staff,d001,Marketing,1985-10-18,9999-01-01
243891,Shan,Rodite,Senior Staff,d007,Sales,1988-02-26,9999-01-01
243895,Pranas,Serra,Engineer,d006,Quality Management,1987-04-19,9999-01-01
243917,Gill,Remmers,Staff,d009,Customer Service,1985-08-10,9999-01-01
243923,Owen,Akiyama,Engineer,d005,Development,1986-12-20,9999-01-01
243931,Sanjit,Miara,Senior Staff,d007,Sales,1986-11-05,9999-01-01
243932,Divier,Castellani,Senior Staff,d001,Marketing,1985-11-28,9999-01-01
243933,Stepehn,Kabayashi,Engineer,d004,Production,1985-04-06,9999-01-01
243948,Macha,Ducloy,Engineer,d004,Production,1986-05-11,9999-01-01
243950,Lidong,Argence,Engineer,d005,Development,1986-01-28,9999-01-01
243958,Dipayan,Leuchs,Technique Leader,d004,Production,1985-12-14,9999-01-01
243981,Dipankar,Encarnacion,Engineer,d005,Development,1987-10-31,9999-01-01
243987,Genki,Gyorkos,Engineer,d004,Production,1985-03-30,9999-01-01
244019,Syozo,Fujisaki,Senior Staff,d002,Finance,1986-02-21,9999-01-01
244021,Sungwon,Taubenfeld,Senior Staff,d001,Marketing,1988-06-29,9999-01-01
244065,Rutger,Georg,Staff,d008,Research,1985-09-02,9999-01-01
244072,Chiranjit,Demke,Senior Staff,d007,Sales,1988-10-19,9999-01-01
244078,Gurbir,Alblas,Senior Engineer,d006,Quality Management,1988-03-03,9999-01-01
244086,Nitsan,Hiroyama,Senior Engineer,d004,Production,1986-06-19,9999-01-01
244094,Giordano,Ponthieu,Staff,d009,Customer Service,1988-05-02,9999-01-01
244113,Navin,Terwilliger,Engineer,d004,Production,1988-08-29,9999-01-01
244117,Dung,Chiodo,Senior Engineer,d008,Research,1988-10-23,9999-01-01
244130,Mingzeng,Swab,Staff,d008,Research,1985-04-02,9999-01-01
244148,Chikako,Heusch,Staff,d007,Sales,1988-03-21,9999-01-01
244172,Karoline,Thibadeau,Technique Leader,d004,Production,1986-01-30,9999-01-01
244177,Tzu,Champarnaud,Staff,d007,Sales,1985-11-12,9999-01-01
244187,Gregory,Peng,Assistant Engineer,d005,Development,1988-06-22,9999-01-01
244188,Yuping,Lanteri,Staff,d007,Sales,1988-08-11,9999-01-01
244196,Leon,Flowers,Senior Engineer,d005,Development,1987-11-17,9999-01-01
244204,Masato,Prenel,Senior Engineer,d005,Development,1985-02-03,9999-01-01
244205,Conor,Hofting,Senior Staff,d009,Customer Service,1986-07-03,9999-01-01
244229,Kristina,Melichar,Assistant Engineer,d004,Production,1985-05-06,9999-01-01
244249,Yifei,Schach,Staff,d009,Customer Service,1987-06-23,9999-01-01
244252,Jeane,Sankaranarayanan,Senior Staff,d003,Human Resources,1985-07-06,9999-01-01
244260,Sangeeta,Mandelberg,Senior Staff,d007,Sales,1985-07-21,9999-01-01
244269,Eldridge,Lortz,Senior Staff,d001,Marketing,1986-01-11,9999-01-01
244271,Shawna,Sundgren,Engineer,d004,Production,1985-11-25,9999-01-01
244273,Fei,Raoux,Engineer,d004,Production,1987-10-03,9999-01-01
244279,DeForest,Claffy,Senior Staff,d008,Research,1985-05-31,9999-01-01
244280,Miyeon,Jiang,Engineer,d006,Quality Management,1988-12-18,9999-01-01
244283,Inderjeet,Manderick,Senior Staff,d001,Marketing,1987-04-14,9999-01-01
244286,Manohar,Pettit,Senior Staff,d001,Marketing,1985-05-03,9999-01-01
244292,Khedija,Anick,Senior Staff,d009,Customer Service,1987-05-13,9999-01-01
244323,Zhongwei,Emmerich,Staff,d007,Sales,1987-08-08,9999-01-01
244329,Nobuyoshi,Stentiford,Engineer,d004,Production,1986-04-25,9999-01-01
244338,Chuanti,Swick,Senior Staff,d001,Marketing,1986-09-26,9999-01-01
244341,Frazer,Muchinsky,Staff,d008,Research,1988-03-05,9999-01-01
244359,Maria,McAffer,Senior Staff,d007,Sales,1985-10-15,9999-01-01
244360,Mountaz,Swiler,Engineer,d004,Production,1987-01-06,9999-01-01
244361,Shuzo,Flasterstein,Senior Staff,d009,Customer Service,1988-11-30,9999-01-01
244366,Carrsten,Carrera,Technique Leader,d004,Production,1985-07-29,9999-01-01
244369,Teiji,Penttonen,Senior Engineer,d006,Quality Management,1988-12-17,9999-01-01
244395,Oldrich,McConalogue,Senior Engineer,d005,Development,1986-09-24,9999-01-01
244402,Xinan,Godskesen,Staff,d002,Finance,1985-07-25,9999-01-01
244437,Yinlin,Rikino,Senior Engineer,d005,Development,1986-04-08,9999-01-01
244454,Akeno,Morrow,Staff,d005,Development,1985-10-26,9999-01-01
244457,Nobuyoshi,Gargeya,Senior Engineer,d006,Quality Management,1985-08-25,9999-01-01
244462,Rafael,Heystek,Senior Staff,d008,Research,1986-11-28,9999-01-01
244524,Mabhin,Monarch,Engineer,d005,Development,1988-07-31,9999-01-01
244539,Aloys,Jumpertz,Engineer,d004,Production,1988-04-18,9999-01-01
244541,Djenana,Zedlitz,Senior Staff,d002,Finance,1987-05-19,9999-01-01
244566,Jacopo,Soloway,Senior Engineer,d005,Development,1988-11-24,9999-01-01
244579,Sasan,Zhiwei,Senior Engineer,d004,Production,1988-04-14,9999-01-01
244590,Takanari,Azadmanesh,Technique Leader,d004,Production,1988-06-04,9999-01-01
244591,Akemi,Sambasivam,Senior Staff,d003,Human Resources,1985-06-19,9999-01-01
244603,Yuichiro,Naudin,Engineer,d004,Production,1985-04-06,9999-01-01
244607,Manton,Fetvedt,Senior Staff,d009,Customer Service,1988-11-14,9999-01-01
244611,Rosine,Stranks,Senior Staff,d003,Human Resources,1985-02-21,9999-01-01
244614,Vasilis,Matzel,Technique Leader,d005,Development,1987-11-01,9999-01-01
244619,Suvo,Sabnani,Senior Engineer,d004,Production,1985-04-10,9999-01-01
244630,Supot,Range,Senior Staff,d008,Research,1986-11-15,9999-01-01
244638,Takahira,Ghazalie,Senior Engineer,d004,Production,1985-05-30,9999-01-01
244654,Suzette,Katiyar,Engineer,d005,Development,1988-11-16,9999-01-01
244661,Idoia,Parfitt,Senior Engineer,d009,Customer Service,1986-06-02,9999-01-01
244662,Oddvar,Falco,Staff,d009,Customer Service,1987-01-28,9999-01-01
244664,Hatim,Sgarro,Engineer,d004,Production,1986-10-17,9999-01-01
244671,Chanjung,Staudhammer,Engineer,d008,Research,1988-09-29,9999-01-01
244673,Kokou,Antonakopoulos,Engineer,d005,Development,1987-03-24,9999-01-01
244675,Aloys,Barreiro,Engineer,d005,Development,1987-07-18,9999-01-01
244677,Gift,Ruther,Engineer,d005,Development,1986-07-23,9999-01-01
244686,Utz,Pietrzykowski,Staff,d008,Research,1985-08-20,9999-01-01
244705,Maha,Guerreiro,Senior Staff,d002,Finance,1988-08-12,9999-01-01
244709,Masato,Wendorf,Staff,d001,Marketing,1986-11-08,9999-01-01
244731,Paloma,Krichel,Senior Engineer,d004,Production,1987-07-16,9999-01-01
244746,Arvin,Chaudhuri,Staff,d003,Human Resources,1986-12-10,9999-01-01
244750,Gaurav,Kamble,Technique Leader,d005,Development,1988-10-17,9999-01-01
244753,Xumin,Lanteri,Engineer,d005,Development,1986-07-17,9999-01-01
244766,Taizo,Kaltofen,Senior Engineer,d009,Customer Service,1988-05-19,9999-01-01
244773,Mingdong,Zaiane,Senior Engineer,d005,Development,1985-05-24,9999-01-01
244780,Domenico,Itzfeldt,Engineer,d004,Production,1988-12-18,9999-01-01
244783,Roddy,Pollock,Senior Engineer,d004,Production,1987-04-01,9999-01-01
244784,Aris,Matzen,Senior Staff,d007,Sales,1985-08-25,9999-01-01
244787,Rosalyn,Talmor,Senior Staff,d007,Sales,1986-05-28,9999-01-01
244791,Kauko,Olivero,Senior Staff,d007,Sales,1985-09-19,9999-01-01
244813,Rimli,Poupard,Engineer,d006,Quality Management,1988-03-11,9999-01-01
244815,Remko,Streit,Engineer,d005,Development,1986-08-15,9999-01-01
244836,Tianruo,Cairo,Senior Engineer,d005,Development,1987-03-15,9999-01-01
244860,Florina,Salverda,Engineer,d005,Development,1987-07-29,9999-01-01
244863,Mohit,Peres,Senior Staff,d005,Development,1986-11-09,9999-01-01
244877,Jinxi,Montemayor,Senior Engineer,d006,Quality Management,1987-08-09,9999-01-01
244896,Etsuo,Angiulli,Senior Staff,d001,Marketing,1988-03-16,9999-01-01
244911,Xudong,Sanella,Staff,d007,Sales,1985-03-22,9999-01-01
244921,Tru,Berendt,Staff,d001,Marketing,1988-06-03,9999-01-01
244946,Abdelghani,Lubachevsky,Senior Engineer,d004,Production,1985-10-04,9999-01-01
244948,Marsha,Masand,Senior Engineer,d008,Research,1987-12-14,9999-01-01
244958,Maja,Merks,Senior Engineer,d005,Development,1986-02-14,9999-01-01
244964,Aram,Hasenauer,Staff,d008,Research,1985-04-20,9999-01-01
244982,Sajjad,Wolniewicz,Engineer,d004,Production,1988-05-06,9999-01-01
244994,Mingsen,Lambe,Senior Staff,d002,Finance,1985-03-28,9999-01-01
245010,Xiaoheng,Kabayashi,Senior Engineer,d004,Production,1985-03-07,9999-01-01
245022,Gen,Xiaoshan,Senior Staff,d007,Sales,1986-09-30,9999-01-01
245051,Taiji,Slaats,Staff,d001,Marketing,1985-09-19,9999-01-01
245052,Martina,Gruenwald,Staff,d007,Sales,1987-03-30,9999-01-01
245056,Guoxiang,Leslie,Engineer,d004,Production,1988-07-29,9999-01-01
245062,Jayesh,Cyne,Technique Leader,d005,Development,1987-06-14,9999-01-01
245064,Achilleas,Dayana,Senior Engineer,d005,Development,1985-04-30,9999-01-01
245065,Ioana,Rosar,Staff,d001,Marketing,1988-04-14,9999-01-01
245080,Mari,Herber,Senior Engineer,d004,Production,1987-12-10,9999-01-01
245096,Xiadong,Azumi,Senior Engineer,d004,Production,1988-12-24,9999-01-01
245112,Val,Naudin,Senior Engineer,d004,Production,1987-09-10,9999-01-01
245114,Matt,Demeyer,Senior Engineer,d005,Development,1985-05-23,9999-01-01
245132,Gaetan,Hiroyama,Technique Leader,d005,Development,1987-02-26,9999-01-01
245180,Zorica,Hoppenstand,Senior Staff,d007,Sales,1987-04-11,9999-01-01
245182,Arup,Perfilyeva,Engineer,d004,Production,1986-05-02,9999-01-01
245186,Marlo,Trelles,Staff,d007,Sales,1985-03-07,9999-01-01
245196,Randi,Chartres,Staff,d007,Sales,1988-09-06,9999-01-01
245202,Toshimori,Munro,Staff,d002,Finance,1987-02-21,9999-01-01
245203,Kenroku,Hiroyama,Engineer,d005,Development,1987-01-10,9999-01-01
245252,Phuoc,Brizzi,Senior Engineer,d006,Quality Management,1985-06-08,9999-01-01
245257,Bernardo,Schiper,Senior Engineer,d005,Development,1985-05-20,9999-01-01
245258,Arra,Erol,Staff,d007,Sales,1985-04-15,9999-01-01
245264,Make,Streng,Senior Staff,d007,Sales,1988-11-26,9999-01-01
245268,Billie,Caine,Engineer,d005,Development,1986-08-06,9999-01-01
245273,Tianruo,Encarnacion,Engineer,d005,Development,1987-01-09,9999-01-01
245282,Tokuyasu,Szemeredi,Engineer,d004,Production,1988-06-05,9999-01-01
245284,Elliott,Maliniak,Senior Staff,d002,Finance,1987-03-06,9999-01-01
245290,Guther,Hofmeyr,Senior Engineer,d005,Development,1986-10-13,9999-01-01
245291,Sachem,Srimani,Senior Engineer,d005,Development,1988-01-29,9999-01-01
245293,Heping,Segond,Engineer,d004,Production,1988-04-27,9999-01-01
245306,Huai,Yoshimura,Senior Staff,d008,Research,1986-08-06,9999-01-01
245313,Kwangjo,Crouzet,Senior Engineer,d005,Development,1986-01-16,9999-01-01
245320,Yishay,Hanabata,Engineer,d004,Production,1985-05-02,9999-01-01
245338,Faiza,Piazza,Technique Leader,d006,Quality Management,1985-09-18,9999-01-01
245349,Xiaocheng,Falck,Senior Engineer,d004,Production,1987-01-02,9999-01-01
245350,Tadanori,Greibach,Technique Leader,d005,Development,1986-12-15,9999-01-01
245352,Randi,Mattern,Senior Staff,d007,Sales,1986-05-08,9999-01-01
245362,Owen,Klassen,Senior Engineer,d004,Production,1988-05-09,9999-01-01
245363,Ewing,Pollock,Senior Staff,d003,Human Resources,1985-08-07,9999-01-01
245366,Sachar,Rodier,Senior Engineer,d009,Customer Service,1985-07-08,9999-01-01
245373,Sivanarayana,Spell,Engineer,d004,Production,1987-09-19,9999-01-01
245381,Krister,Cromarty,Senior Staff,d001,Marketing,1988-12-09,9999-01-01
245385,Arvind,Michaeli,Engineer,d006,Quality Management,1988-09-27,9999-01-01
245398,Kazuhisa,Berstel,Engineer,d005,Development,1985-09-22,9999-01-01
245415,Kasidit,Leuchs,Engineer,d006,Quality Management,1985-11-18,9999-01-01
245425,Licheng,Schieder,Senior Staff,d007,Sales,1985-09-13,9999-01-01
245430,Roselyn,Granlund,Senior Staff,d008,Research,1985-06-14,9999-01-01
245434,Narain,Gulla,Senior Engineer,d005,Development,1985-07-14,9999-01-01
245444,Moie,Mattern,Senior Staff,d007,Sales,1985-08-28,9999-01-01
245463,Chenye,Rajcani,Staff,d007,Sales,1986-07-15,9999-01-01
245474,Brewster,Matheson,Engineer,d005,Development,1988-01-01,9999-01-01
245491,Tzu,Krychniak,Senior Engineer,d005,Development,1987-07-10,9999-01-01
245493,Mechthild,Kirkerud,Senior Staff,d008,Research,1988-06-13,9999-01-01
245503,Lakshmi,Narahara,Engineer,d004,Production,1988-06-13,9999-01-01
245517,Keiichiro,Koshiba,Senior Engineer,d004,Production,1985-10-03,9999-01-01
245527,Falguni,Nourani,Senior Engineer,d004,Production,1985-03-27,9999-01-01
245528,Kristinn,Baumann,Staff,d007,Sales,1985-07-24,9999-01-01
245530,Mayuko,Poulakidas,Senior Engineer,d006,Quality Management,1987-08-25,9999-01-01
245535,Xinan,Reeken,Technique Leader,d004,Production,1985-09-17,9999-01-01
245537,Uri,Broomell,Senior Engineer,d004,Production,1985-02-11,9999-01-01
245540,Oscal,Bresenham,Senior Engineer,d006,Quality Management,1986-05-22,9999-01-01
245561,Peternela,Bottner,Senior Staff,d009,Customer Service,1988-10-22,9999-01-01
245565,Basant,Yeung,Staff,d001,Marketing,1986-03-29,9999-01-01
245567,Khaled,Anguita,Senior Staff,d001,Marketing,1987-09-09,9999-01-01
245580,Mohamadou,Kossowski,Senior Staff,d008,Research,1985-05-01,9999-01-01
245585,Shrikanth,Bellmore,Staff,d002,Finance,1985-10-28,9999-01-01
